Iteracions,Seed,k,Lambda,Beneficis
2,1864056363,5,1.0,116
2,1864056363,5,1.0,106
2,1864056363,5,1.0,104
2,1864056363,5,1.0,107
2,1864056363,5,1.0,104
2,1864056363,5,1.0,107
2,1864056363,5,1.0,103
2,1864056363,5,1.0,109
2,1864056363,5,1.0,145
2,1864056363,5,1.0,118
2,1864056363,5,1.0,138
2,1864056363,5,1.0,115
2,1864056363,5,1.0,105
2,1864056363,5,1.0,121
2,1864056363,5,1.0,112
2,1864056363,5,1.0,117
2,1864056363,5,1.0,121
2,1864056363,5,1.0,131
2,1864056363,5,1.0,89
2,1864056363,5,1.0,105
2,1864056363,5,1.0,105
2,1864056363,5,1.0,125
2,1864056363,5,1.0,101
2,1864056363,5,1.0,109
2,1864056363,5,1.0,120
2,1864056363,5,1.0,103
2,1864056363,5,1.0,120
2,1864056363,5,1.0,103
2,1864056363,5,1.0,103
2,1864056363,5,1.0,122
2,1864056363,5,1.0,107
2,1864056363,5,1.0,115
2,1864056363,5,1.0,122
2,1864056363,5,1.0,116
2,1864056363,5,1.0,105
2,1864056363,5,1.0,104
2,1864056363,5,1.0,106
2,1864056363,5,1.0,117
2,1864056363,5,1.0,104
2,1864056363,5,1.0,113
2,1864056363,5,1.0,111
2,1864056363,5,1.0,107
2,1864056363,5,1.0,121
2,1864056363,5,1.0,106
2,1864056363,5,1.0,107
2,1864056363,5,1.0,109
2,1864056363,5,1.0,116
2,1864056363,5,1.0,100
2,1864056363,5,1.0,114
2,1864056363,5,1.0,108
2,1864056363,5,1.0,108
2,1864056363,5,1.0,123
2,1864056363,5,1.0,105
2,1864056363,5,1.0,103
2,1864056363,5,1.0,112
2,1864056363,5,1.0,107
2,1864056363,5,1.0,115
2,1864056363,5,1.0,124
2,1864056363,5,1.0,105
2,1864056363,5,1.0,123
2,1864056363,5,1.0,114
2,1864056363,5,1.0,125
2,1864056363,5,1.0,106
2,1864056363,5,1.0,101
2,1864056363,5,1.0,122
2,1864056363,5,1.0,132
2,1864056363,5,1.0,103
2,1864056363,5,1.0,104
2,1864056363,5,1.0,125
2,1864056363,5,1.0,103
2,1864056363,5,1.0,107
2,1864056363,5,1.0,105
2,1864056363,5,1.0,106
2,1864056363,5,1.0,111
2,1864056363,5,1.0,125
2,1864056363,5,1.0,107
2,1864056363,5,1.0,104
2,1864056363,5,1.0,106
2,1864056363,5,1.0,97
2,1864056363,5,1.0,104
2,1864056363,5,1.0,116
2,1864056363,5,1.0,107
2,1864056363,5,1.0,105
2,1864056363,5,1.0,108
2,1864056363,5,1.0,100
2,1864056363,5,1.0,122
2,1864056363,5,1.0,103
2,1864056363,5,1.0,131
2,1864056363,5,1.0,105
3,419860150,5,1.0,54
3,419860150,5,1.0,63
3,419860150,5,1.0,70
3,419860150,5,1.0,82
3,419860150,5,1.0,81
3,419860150,5,1.0,65
3,419860150,5,1.0,63
3,419860150,5,1.0,75
3,419860150,5,1.0,77
3,419860150,5,1.0,78
3,419860150,5,1.0,104
3,419860150,5,1.0,63
3,419860150,5,1.0,94
3,419860150,5,1.0,54
3,419860150,5,1.0,98
3,419860150,5,1.0,82
3,419860150,5,1.0,90
3,419860150,5,1.0,75
3,419860150,5,1.0,70
3,419860150,5,1.0,63
3,419860150,5,1.0,111
3,419860150,5,1.0,63
3,419860150,5,1.0,63
3,419860150,5,1.0,77
3,419860150,5,1.0,63
3,419860150,5,1.0,72
3,419860150,5,1.0,53
3,419860150,5,1.0,77
3,419860150,5,1.0,86
3,419860150,5,1.0,62
3,419860150,5,1.0,71
3,419860150,5,1.0,79
3,419860150,5,1.0,96
3,419860150,5,1.0,58
3,419860150,5,1.0,70
3,419860150,5,1.0,81
3,419860150,5,1.0,133
3,419860150,5,1.0,63
3,419860150,5,1.0,63
3,419860150,5,1.0,83
3,419860150,5,1.0,85
3,419860150,5,1.0,72
3,419860150,5,1.0,72
3,419860150,5,1.0,61
3,419860150,5,1.0,99
3,419860150,5,1.0,63
3,419860150,5,1.0,65
3,419860150,5,1.0,112
3,419860150,5,1.0,63
3,419860150,5,1.0,61
3,419860150,5,1.0,63
3,419860150,5,1.0,79
3,419860150,5,1.0,62
3,419860150,5,1.0,72
3,419860150,5,1.0,72
3,419860150,5,1.0,96
3,419860150,5,1.0,79
3,419860150,5,1.0,63
3,419860150,5,1.0,63
3,419860150,5,1.0,72
3,419860150,5,1.0,68
3,419860150,5,1.0,70
3,419860150,5,1.0,89
3,419860150,5,1.0,81
3,419860150,5,1.0,95
3,419860150,5,1.0,78
3,419860150,5,1.0,85
3,419860150,5,1.0,94
3,419860150,5,1.0,86
3,419860150,5,1.0,100
3,419860150,5,1.0,62
3,419860150,5,1.0,61
3,419860150,5,1.0,72
3,419860150,5,1.0,63
3,419860150,5,1.0,87
3,419860150,5,1.0,104
3,419860150,5,1.0,81
3,419860150,5,1.0,62
3,419860150,5,1.0,70
3,419860150,5,1.0,100
3,419860150,5,1.0,78
3,419860150,5,1.0,85
3,419860150,5,1.0,81
3,419860150,5,1.0,63
3,419860150,5,1.0,74
3,419860150,5,1.0,81
3,419860150,5,1.0,70
3,419860150,5,1.0,68
3,419860150,5,1.0,73
3,419860150,5,1.0,72
3,419860150,5,1.0,85
3,419860150,5,1.0,52
3,419860150,5,1.0,76
3,419860150,5,1.0,63
3,419860150,5,1.0,81
3,419860150,5,1.0,65
3,419860150,5,1.0,77
3,419860150,5,1.0,91
3,419860150,5,1.0,83
3,419860150,5,1.0,80
4,1232381453,5,1.0,110
4,1232381453,5,1.0,113
4,1232381453,5,1.0,112
4,1232381453,5,1.0,124
4,1232381453,5,1.0,106
4,1232381453,5,1.0,110
4,1232381453,5,1.0,106
4,1232381453,5,1.0,117
4,1232381453,5,1.0,115
4,1232381453,5,1.0,118
4,1232381453,5,1.0,126
4,1232381453,5,1.0,99
4,1232381453,5,1.0,102
4,1232381453,5,1.0,107
4,1232381453,5,1.0,104
4,1232381453,5,1.0,110
4,1232381453,5,1.0,103
4,1232381453,5,1.0,110
4,1232381453,5,1.0,112
4,1232381453,5,1.0,112
4,1232381453,5,1.0,102
4,1232381453,5,1.0,108
4,1232381453,5,1.0,107
4,1232381453,5,1.0,109
4,1232381453,5,1.0,115
4,1232381453,5,1.0,110
4,1232381453,5,1.0,122
4,1232381453,5,1.0,109
4,1232381453,5,1.0,108
4,1232381453,5,1.0,98
4,1232381453,5,1.0,106
4,1232381453,5,1.0,111
4,1232381453,5,1.0,104
4,1232381453,5,1.0,109
4,1232381453,5,1.0,102
4,1232381453,5,1.0,92
4,1232381453,5,1.0,107
4,1232381453,5,1.0,92
4,1232381453,5,1.0,104
4,1232381453,5,1.0,109
4,1232381453,5,1.0,101
4,1232381453,5,1.0,102
4,1232381453,5,1.0,118
4,1232381453,5,1.0,113
4,1232381453,5,1.0,110
4,1232381453,5,1.0,110
4,1232381453,5,1.0,103
4,1232381453,5,1.0,103
4,1232381453,5,1.0,123
4,1232381453,5,1.0,121
4,1232381453,5,1.0,103
4,1232381453,5,1.0,111
4,1232381453,5,1.0,109
4,1232381453,5,1.0,117
4,1232381453,5,1.0,115
4,1232381453,5,1.0,103
4,1232381453,5,1.0,113
4,1232381453,5,1.0,110
4,1232381453,5,1.0,108
4,1232381453,5,1.0,108
4,1232381453,5,1.0,110
4,1232381453,5,1.0,102
4,1232381453,5,1.0,104
4,1232381453,5,1.0,110
4,1232381453,5,1.0,110
4,1232381453,5,1.0,106
4,1232381453,5,1.0,108
4,1232381453,5,1.0,122
4,1232381453,5,1.0,106
4,1232381453,5,1.0,105
4,1232381453,5,1.0,121
4,1232381453,5,1.0,100
4,1232381453,5,1.0,106
4,1232381453,5,1.0,112
4,1232381453,5,1.0,108
4,1232381453,5,1.0,111
4,1232381453,5,1.0,130
4,1232381453,5,1.0,108
4,1232381453,5,1.0,113
4,1232381453,5,1.0,113
4,1232381453,5,1.0,109
4,1232381453,5,1.0,104
4,1232381453,5,1.0,120
4,1232381453,5,1.0,113
4,1232381453,5,1.0,111
4,1232381453,5,1.0,114
4,1232381453,5,1.0,103
4,1232381453,5,1.0,107
4,1232381453,5,1.0,111
4,1232381453,5,1.0,113
4,1232381453,5,1.0,105
4,1232381453,5,1.0,109
4,1232381453,5,1.0,112
4,1232381453,5,1.0,106
4,1232381453,5,1.0,109
4,1232381453,5,1.0,107
4,1232381453,5,1.0,109
4,1232381453,5,1.0,107
4,1232381453,5,1.0,108
4,1232381453,5,1.0,107
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,77
5,-1384522882,5,1.0,77
5,-1384522882,5,1.0,44
5,-1384522882,5,1.0,46
5,-1384522882,5,1.0,85
5,-1384522882,5,1.0,59
5,-1384522882,5,1.0,55
5,-1384522882,5,1.0,54
5,-1384522882,5,1.0,67
5,-1384522882,5,1.0,45
5,-1384522882,5,1.0,88
5,-1384522882,5,1.0,70
5,-1384522882,5,1.0,54
5,-1384522882,5,1.0,47
5,-1384522882,5,1.0,48
5,-1384522882,5,1.0,46
5,-1384522882,5,1.0,67
5,-1384522882,5,1.0,60
5,-1384522882,5,1.0,46
5,-1384522882,5,1.0,67
5,-1384522882,5,1.0,71
5,-1384522882,5,1.0,78
5,-1384522882,5,1.0,77
5,-1384522882,5,1.0,65
5,-1384522882,5,1.0,64
5,-1384522882,5,1.0,55
5,-1384522882,5,1.0,47
5,-1384522882,5,1.0,49
5,-1384522882,5,1.0,43
5,-1384522882,5,1.0,55
5,-1384522882,5,1.0,47
5,-1384522882,5,1.0,62
5,-1384522882,5,1.0,52
5,-1384522882,5,1.0,64
5,-1384522882,5,1.0,74
5,-1384522882,5,1.0,65
5,-1384522882,5,1.0,74
5,-1384522882,5,1.0,43
5,-1384522882,5,1.0,50
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,53
5,-1384522882,5,1.0,62
5,-1384522882,5,1.0,60
5,-1384522882,5,1.0,70
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,79
5,-1384522882,5,1.0,59
5,-1384522882,5,1.0,80
5,-1384522882,5,1.0,72
5,-1384522882,5,1.0,68
5,-1384522882,5,1.0,68
5,-1384522882,5,1.0,77
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,64
5,-1384522882,5,1.0,43
5,-1384522882,5,1.0,45
5,-1384522882,5,1.0,76
5,-1384522882,5,1.0,55
5,-1384522882,5,1.0,44
5,-1384522882,5,1.0,71
5,-1384522882,5,1.0,38
5,-1384522882,5,1.0,72
5,-1384522882,5,1.0,63
5,-1384522882,5,1.0,65
5,-1384522882,5,1.0,61
5,-1384522882,5,1.0,66
5,-1384522882,5,1.0,54
5,-1384522882,5,1.0,84
5,-1384522882,5,1.0,69
5,-1384522882,5,1.0,60
5,-1384522882,5,1.0,64
5,-1384522882,5,1.0,65
5,-1384522882,5,1.0,70
5,-1384522882,5,1.0,52
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,78
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,47
5,-1384522882,5,1.0,55
5,-1384522882,5,1.0,101
5,-1384522882,5,1.0,77
5,-1384522882,5,1.0,61
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,61
5,-1384522882,5,1.0,43
5,-1384522882,5,1.0,37
5,-1384522882,5,1.0,69
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,43
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,58
5,-1384522882,5,1.0,38
5,-1384522882,5,1.0,61
5,-1384522882,5,1.0,51
5,-1384522882,5,1.0,42
5,-1384522882,5,1.0,67
5,-1384522882,5,1.0,68
5,-1384522882,5,1.0,64
5,-1384522882,5,1.0,62
6,-2013761901,5,1.0,77
6,-2013761901,5,1.0,93
6,-2013761901,5,1.0,79
6,-2013761901,5,1.0,97
6,-2013761901,5,1.0,79
6,-2013761901,5,1.0,84
6,-2013761901,5,1.0,117
6,-2013761901,5,1.0,99
6,-2013761901,5,1.0,88
6,-2013761901,5,1.0,79
6,-2013761901,5,1.0,92
6,-2013761901,5,1.0,104
6,-2013761901,5,1.0,85
6,-2013761901,5,1.0,96
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,75
6,-2013761901,5,1.0,82
6,-2013761901,5,1.0,77
6,-2013761901,5,1.0,85
6,-2013761901,5,1.0,84
6,-2013761901,5,1.0,85
6,-2013761901,5,1.0,99
6,-2013761901,5,1.0,91
6,-2013761901,5,1.0,82
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,119
6,-2013761901,5,1.0,91
6,-2013761901,5,1.0,91
6,-2013761901,5,1.0,85
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,71
6,-2013761901,5,1.0,101
6,-2013761901,5,1.0,115
6,-2013761901,5,1.0,97
6,-2013761901,5,1.0,96
6,-2013761901,5,1.0,74
6,-2013761901,5,1.0,106
6,-2013761901,5,1.0,76
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,112
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,68
6,-2013761901,5,1.0,107
6,-2013761901,5,1.0,80
6,-2013761901,5,1.0,76
6,-2013761901,5,1.0,96
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,83
6,-2013761901,5,1.0,81
6,-2013761901,5,1.0,100
6,-2013761901,5,1.0,83
6,-2013761901,5,1.0,79
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,98
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,98
6,-2013761901,5,1.0,91
6,-2013761901,5,1.0,92
6,-2013761901,5,1.0,91
6,-2013761901,5,1.0,84
6,-2013761901,5,1.0,87
6,-2013761901,5,1.0,92
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,89
6,-2013761901,5,1.0,86
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,85
6,-2013761901,5,1.0,92
6,-2013761901,5,1.0,81
6,-2013761901,5,1.0,84
6,-2013761901,5,1.0,102
6,-2013761901,5,1.0,104
6,-2013761901,5,1.0,96
6,-2013761901,5,1.0,119
6,-2013761901,5,1.0,77
6,-2013761901,5,1.0,87
6,-2013761901,5,1.0,94
6,-2013761901,5,1.0,94
6,-2013761901,5,1.0,97
6,-2013761901,5,1.0,101
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,87
6,-2013761901,5,1.0,90
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,84
6,-2013761901,5,1.0,95
6,-2013761901,5,1.0,97
6,-2013761901,5,1.0,77
6,-2013761901,5,1.0,103
6,-2013761901,5,1.0,124
6,-2013761901,5,1.0,88
6,-2013761901,5,1.0,85
6,-2013761901,5,1.0,78
6,-2013761901,5,1.0,114
6,-2013761901,5,1.0,96
6,-2013761901,5,1.0,83
6,-2013761901,5,1.0,107
6,-2013761901,5,1.0,91
6,-2013761901,5,1.0,84
7,-496050375,5,1.0,33
7,-496050375,5,1.0,58
7,-496050375,5,1.0,44
7,-496050375,5,1.0,49
7,-496050375,5,1.0,63
7,-496050375,5,1.0,50
7,-496050375,5,1.0,34
7,-496050375,5,1.0,57
7,-496050375,5,1.0,44
7,-496050375,5,1.0,43
7,-496050375,5,1.0,72
7,-496050375,5,1.0,58
7,-496050375,5,1.0,40
7,-496050375,5,1.0,41
7,-496050375,5,1.0,54
7,-496050375,5,1.0,44
7,-496050375,5,1.0,52
7,-496050375,5,1.0,54
7,-496050375,5,1.0,62
7,-496050375,5,1.0,38
7,-496050375,5,1.0,61
7,-496050375,5,1.0,62
7,-496050375,5,1.0,36
7,-496050375,5,1.0,57
7,-496050375,5,1.0,40
7,-496050375,5,1.0,65
7,-496050375,5,1.0,32
7,-496050375,5,1.0,53
7,-496050375,5,1.0,42
7,-496050375,5,1.0,49
7,-496050375,5,1.0,52
7,-496050375,5,1.0,60
7,-496050375,5,1.0,72
7,-496050375,5,1.0,50
7,-496050375,5,1.0,43
7,-496050375,5,1.0,34
7,-496050375,5,1.0,57
7,-496050375,5,1.0,38
7,-496050375,5,1.0,44
7,-496050375,5,1.0,43
7,-496050375,5,1.0,44
7,-496050375,5,1.0,73
7,-496050375,5,1.0,65
7,-496050375,5,1.0,46
7,-496050375,5,1.0,45
7,-496050375,5,1.0,71
7,-496050375,5,1.0,39
7,-496050375,5,1.0,43
7,-496050375,5,1.0,70
7,-496050375,5,1.0,43
7,-496050375,5,1.0,51
7,-496050375,5,1.0,59
7,-496050375,5,1.0,50
7,-496050375,5,1.0,40
7,-496050375,5,1.0,52
7,-496050375,5,1.0,56
7,-496050375,5,1.0,61
7,-496050375,5,1.0,42
7,-496050375,5,1.0,52
7,-496050375,5,1.0,43
7,-496050375,5,1.0,56
7,-496050375,5,1.0,43
7,-496050375,5,1.0,53
7,-496050375,5,1.0,56
7,-496050375,5,1.0,59
7,-496050375,5,1.0,55
7,-496050375,5,1.0,54
7,-496050375,5,1.0,56
7,-496050375,5,1.0,63
7,-496050375,5,1.0,55
7,-496050375,5,1.0,75
7,-496050375,5,1.0,34
7,-496050375,5,1.0,64
7,-496050375,5,1.0,57
7,-496050375,5,1.0,59
7,-496050375,5,1.0,47
7,-496050375,5,1.0,54
7,-496050375,5,1.0,58
7,-496050375,5,1.0,56
7,-496050375,5,1.0,73
7,-496050375,5,1.0,67
7,-496050375,5,1.0,56
7,-496050375,5,1.0,37
7,-496050375,5,1.0,34
7,-496050375,5,1.0,47
7,-496050375,5,1.0,55
7,-496050375,5,1.0,54
7,-496050375,5,1.0,57
7,-496050375,5,1.0,44
7,-496050375,5,1.0,37
7,-496050375,5,1.0,34
7,-496050375,5,1.0,40
7,-496050375,5,1.0,37
7,-496050375,5,1.0,44
7,-496050375,5,1.0,62
7,-496050375,5,1.0,56
7,-496050375,5,1.0,66
7,-496050375,5,1.0,32
7,-496050375,5,1.0,69
7,-496050375,5,1.0,65
8,-482664548,5,1.0,93
8,-482664548,5,1.0,112
8,-482664548,5,1.0,98
8,-482664548,5,1.0,107
8,-482664548,5,1.0,90
8,-482664548,5,1.0,78
8,-482664548,5,1.0,86
8,-482664548,5,1.0,100
8,-482664548,5,1.0,100
8,-482664548,5,1.0,87
8,-482664548,5,1.0,90
8,-482664548,5,1.0,94
8,-482664548,5,1.0,97
8,-482664548,5,1.0,90
8,-482664548,5,1.0,97
8,-482664548,5,1.0,119
8,-482664548,5,1.0,96
8,-482664548,5,1.0,112
8,-482664548,5,1.0,92
8,-482664548,5,1.0,109
8,-482664548,5,1.0,82
8,-482664548,5,1.0,112
8,-482664548,5,1.0,87
8,-482664548,5,1.0,97
8,-482664548,5,1.0,96
8,-482664548,5,1.0,108
8,-482664548,5,1.0,86
8,-482664548,5,1.0,109
8,-482664548,5,1.0,129
8,-482664548,5,1.0,92
8,-482664548,5,1.0,106
8,-482664548,5,1.0,89
8,-482664548,5,1.0,110
8,-482664548,5,1.0,121
8,-482664548,5,1.0,112
8,-482664548,5,1.0,90
8,-482664548,5,1.0,108
8,-482664548,5,1.0,94
8,-482664548,5,1.0,94
8,-482664548,5,1.0,94
8,-482664548,5,1.0,88
8,-482664548,5,1.0,98
8,-482664548,5,1.0,95
8,-482664548,5,1.0,104
8,-482664548,5,1.0,104
8,-482664548,5,1.0,93
8,-482664548,5,1.0,124
8,-482664548,5,1.0,92
8,-482664548,5,1.0,72
8,-482664548,5,1.0,94
8,-482664548,5,1.0,88
8,-482664548,5,1.0,90
8,-482664548,5,1.0,105
8,-482664548,5,1.0,93
8,-482664548,5,1.0,98
8,-482664548,5,1.0,94
8,-482664548,5,1.0,87
8,-482664548,5,1.0,94
8,-482664548,5,1.0,94
8,-482664548,5,1.0,107
8,-482664548,5,1.0,108
8,-482664548,5,1.0,88
8,-482664548,5,1.0,107
8,-482664548,5,1.0,89
8,-482664548,5,1.0,89
8,-482664548,5,1.0,91
8,-482664548,5,1.0,99
8,-482664548,5,1.0,112
8,-482664548,5,1.0,98
8,-482664548,5,1.0,115
8,-482664548,5,1.0,94
8,-482664548,5,1.0,75
8,-482664548,5,1.0,93
8,-482664548,5,1.0,107
8,-482664548,5,1.0,111
8,-482664548,5,1.0,92
8,-482664548,5,1.0,87
8,-482664548,5,1.0,93
8,-482664548,5,1.0,91
8,-482664548,5,1.0,93
8,-482664548,5,1.0,81
8,-482664548,5,1.0,91
8,-482664548,5,1.0,108
8,-482664548,5,1.0,112
8,-482664548,5,1.0,109
8,-482664548,5,1.0,104
8,-482664548,5,1.0,103
8,-482664548,5,1.0,93
8,-482664548,5,1.0,93
8,-482664548,5,1.0,89
8,-482664548,5,1.0,119
8,-482664548,5,1.0,96
8,-482664548,5,1.0,108
8,-482664548,5,1.0,94
8,-482664548,5,1.0,93
8,-482664548,5,1.0,103
8,-482664548,5,1.0,110
8,-482664548,5,1.0,94
8,-482664548,5,1.0,92
8,-482664548,5,1.0,99
9,369564424,5,1.0,83
9,369564424,5,1.0,94
9,369564424,5,1.0,85
9,369564424,5,1.0,96
9,369564424,5,1.0,83
9,369564424,5,1.0,124
9,369564424,5,1.0,93
9,369564424,5,1.0,106
9,369564424,5,1.0,83
9,369564424,5,1.0,92
9,369564424,5,1.0,74
9,369564424,5,1.0,84
9,369564424,5,1.0,84
9,369564424,5,1.0,84
9,369564424,5,1.0,83
9,369564424,5,1.0,87
9,369564424,5,1.0,81
9,369564424,5,1.0,88
9,369564424,5,1.0,107
9,369564424,5,1.0,74
9,369564424,5,1.0,81
9,369564424,5,1.0,82
9,369564424,5,1.0,95
9,369564424,5,1.0,104
9,369564424,5,1.0,82
9,369564424,5,1.0,85
9,369564424,5,1.0,80
9,369564424,5,1.0,115
9,369564424,5,1.0,83
9,369564424,5,1.0,82
9,369564424,5,1.0,97
9,369564424,5,1.0,82
9,369564424,5,1.0,96
9,369564424,5,1.0,82
9,369564424,5,1.0,73
9,369564424,5,1.0,93
9,369564424,5,1.0,84
9,369564424,5,1.0,98
9,369564424,5,1.0,92
9,369564424,5,1.0,83
9,369564424,5,1.0,98
9,369564424,5,1.0,100
9,369564424,5,1.0,98
9,369564424,5,1.0,83
9,369564424,5,1.0,99
9,369564424,5,1.0,86
9,369564424,5,1.0,85
9,369564424,5,1.0,81
9,369564424,5,1.0,81
9,369564424,5,1.0,107
9,369564424,5,1.0,86
9,369564424,5,1.0,75
9,369564424,5,1.0,76
9,369564424,5,1.0,90
9,369564424,5,1.0,90
9,369564424,5,1.0,81
9,369564424,5,1.0,100
9,369564424,5,1.0,87
9,369564424,5,1.0,103
9,369564424,5,1.0,85
9,369564424,5,1.0,112
9,369564424,5,1.0,81
9,369564424,5,1.0,103
9,369564424,5,1.0,87
9,369564424,5,1.0,94
9,369564424,5,1.0,89
9,369564424,5,1.0,92
9,369564424,5,1.0,91
9,369564424,5,1.0,87
9,369564424,5,1.0,86
9,369564424,5,1.0,87
9,369564424,5,1.0,86
9,369564424,5,1.0,89
9,369564424,5,1.0,83
9,369564424,5,1.0,103
9,369564424,5,1.0,102
9,369564424,5,1.0,93
9,369564424,5,1.0,86
9,369564424,5,1.0,84
9,369564424,5,1.0,91
9,369564424,5,1.0,93
9,369564424,5,1.0,83
9,369564424,5,1.0,116
9,369564424,5,1.0,84
9,369564424,5,1.0,84
9,369564424,5,1.0,81
9,369564424,5,1.0,93
9,369564424,5,1.0,119
9,369564424,5,1.0,81
9,369564424,5,1.0,101
9,369564424,5,1.0,91
9,369564424,5,1.0,84
9,369564424,5,1.0,94
9,369564424,5,1.0,96
9,369564424,5,1.0,76
9,369564424,5,1.0,102
9,369564424,5,1.0,74
9,369564424,5,1.0,91
9,369564424,5,1.0,82
9,369564424,5,1.0,79
10,-691618184,5,1.0,91
10,-691618184,5,1.0,84
10,-691618184,5,1.0,101
10,-691618184,5,1.0,79
10,-691618184,5,1.0,107
10,-691618184,5,1.0,78
10,-691618184,5,1.0,111
10,-691618184,5,1.0,103
10,-691618184,5,1.0,91
10,-691618184,5,1.0,86
10,-691618184,5,1.0,86
10,-691618184,5,1.0,92
10,-691618184,5,1.0,67
10,-691618184,5,1.0,85
10,-691618184,5,1.0,95
10,-691618184,5,1.0,92
10,-691618184,5,1.0,96
10,-691618184,5,1.0,90
10,-691618184,5,1.0,119
10,-691618184,5,1.0,102
10,-691618184,5,1.0,76
10,-691618184,5,1.0,79
10,-691618184,5,1.0,95
10,-691618184,5,1.0,93
10,-691618184,5,1.0,80
10,-691618184,5,1.0,88
10,-691618184,5,1.0,104
10,-691618184,5,1.0,114
10,-691618184,5,1.0,80
10,-691618184,5,1.0,76
